# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
9.2831,718.08,26.58,-10.776,28.757,10.784,132.7,0.067853,132.7,0.029297,10.976,0.40605,52.262,-0.11637,9.8104,0.77276,-2.1229e-5,-10.562,0.035251,782.14,0,0.056047,5.3134e-4,53.574,43.369,1.8555,0.095024,1478152,0,0.79986,0.57295,0.57398,0.31238,0.1394,0.12117,0.12292,0.23239,2.6142e-5,0,0,0,0,-0.0042708,0.0028608,5.5,23.758,55.207,0.037493,NaN,10.189,927.79,337.47,0.05,0.044328
9.3331,719.39,26.042,-10.782,28.252,10.787,133.25,0.068498,133.25,0.029454,10.955,0.34294,52.262,-0.11636,9.8104,1.0256,-2.1152e-5,-9.7155,0.027299,782.14,0,0.056047,5.3134e-4,53.455,43.369,1.8339,0.093385,1452478,0,0.77353,0.57304,0.57484,0.31253,0.13938,0.12113,0.16444,0.30542,1.1011e-5,0,0,0,0,-0.0037417,0.0028195,5.5,23.758,54.699,0.038209,NaN,10.181,927.64,337.47,0.05,0.044428
9.3831,720.68,25.502,-10.804,27.75,10.807,133.79,0.069144,133.79,0.02961,10.941,0.25423,52.262,-0.11635,9.8104,1.4004,-2.0994e-5,-8.3185,0.02291,782.14,0,0.056047,5.3134e-4,53.283,43.369,1.8025,0.091534,1423520,0,0.74514,0.57315,0.57645,0.3127,0.13936,0.12109,0.22717,0.41271,-4.1854e-4,0,0,0,0,-0.0028551,0.0027787,5.5,23.758,54.247,0.039082,NaN,10.173,927.49,337.46,0.05,0.044528
9.4331,721.94,24.962,-10.761,27.25,10.765,134.34,0.069791,134.34,0.029766,10.929,0.26483,52.262,-0.11634,9.8104,1.3432,-2.0902e-5,-6.8378,0.021729,782.14,0,0.056047,5.3134e-4,53.308,43.369,1.8072,0.09007,1400590,0,0.72117,0.57323,0.57629,0.31284,0.13934,0.12105,0.2175,0.39535,1.082e-4,0,0,0,0,-0.0019924,0.0027383,5.5,23.758,53.869,0.040175,NaN,10.164,927.35,337.46,0.05,0.044628
9.4831,723.18,24.427,-10.63,26.754,10.638,134.89,0.07044,134.89,0.029921,10.913,0.41111,52.262,-0.11634,9.8104,0.63327,-2.1081e-5,-5.732,0.019533,782.14,0,0.056047,5.3134e-4,53.639,43.369,1.8672,0.089259,1387819,0,0.70531,0.57329,0.57398,0.31291,0.13934,0.12104,0.10027,0.18821,-4.7908e-4,0,0,0,0,-0.0014257,0.0026983,5.5,23.758,53.557,0.041404,NaN,10.156,927.22,337.45,0.05,0.044727
9.5331,724.39,23.899,-10.512,26.262,10.526,135.43,0.071092,135.43,0.030076,10.888,0.54083,52.262,-0.11633,9.8104,0.053805,-2.1048e-5,5.483,-0.066838,782.14,0,0.056047,5.3134e-4,53.92,43.369,1.9184,0.088416,1374568,0,0.69118,0.57334,0.57335,0.313,0.13933,0.12102,0.008362,0.015186,-4.0368e-4,0,0,0,0,0.0013296,0.0026582,5.5,23.758,53.28,0.042693,NaN,10.148,927.08,337.45,0.05,0.044828
9.5831,725.57,23.375,-10.419,25.775,10.438,135.98,0.071745,135.98,0.030231,10.859,0.63276,52.262,-0.11632,9.8104,0.58046,-2.1061e-5,5.7956,-0.027145,782.14,0,0.056047,5.3134e-4,53.663,43.369,1.8717,0.08741,1358776,0,0.6762,0.57341,0.57399,0.31309,0.13932,0.12099,0.091754,0.17002,2.8137e-4,0,0,0,0,0.00152,0.0026183,5.5,23.758,53,0.043912,NaN,10.141,926.95,337.44,0.05,0.044929
9.6331,726.73,22.857,-10.341,25.291,10.365,136.52,0.072402,136.52,0.030387,10.825,0.70094,52.262,-0.11631,9.8104,0.99887,-2.1082e-5,6.5663,-0.025712,782.14,0,0.056047,5.3134e-4,53.466,43.369,1.8358,0.086319,1341681,0,0.66072,0.57348,0.57519,0.3132,0.13931,0.12097,0.16,0.29149,4.4187e-5,0,0,0,0,0.0020008,0.0025786,5.5,23.758,52.693,0.045009,NaN,10.133,926.82,337.44,0.05,0.045059
9.6831,727.86,22.341,-10.291,24.81,10.316,137.06,0.073061,137.06,0.030542,10.789,0.72469,52.262,-0.1163,9.8104,1.2144,-2.1196e-5,7.6151,-0.025514,782.14,0,0.056047,5.3134e-4,53.366,43.369,1.8176,0.085045,1321736,0,0.64225,0.57357,0.57608,0.31333,0.1393,0.12094,0.19584,0.3527,4.8424e-4,0,0,0,0,0.0027722,0.0025391,5.5,23.758,52.339,0.045935,NaN,10.126,926.69,337.44,0.05,0.045165
9.7331,728.96,21.827,-10.295,24.332,10.316,137.6,0.073723,137.6,0.030699,10.754,0.66094,52.262,-0.1163,9.8104,1.006,-2.1027e-5,8.6591,-0.028392,782.14,0,0.056047,5.3134e-4,53.462,43.369,1.835,0.083322,1294837,0,0.61572,0.57369,0.57543,0.31351,0.13928,0.1209,0.16116,0.29158,-3.0355e-4,0,0,0,0,0.0037343,0.0025,5.5,23.758,51.931,0.046692,NaN,10.119,926.57,337.43,0.05,0.045266
9.7831,730.04,21.313,-10.215,23.857,10.242,138.13,0.074389,138.13,0.030855,10.721,0.73711,52.262,-0.11629,9.8104,1.4857,-2.1063e-5,9.6013,-0.024517,782.14,0,0.056047,5.3134e-4,53.242,43.369,1.7951,0.082466,1281398,0,0.60519,0.57375,0.57747,0.3136,0.13927,0.12088,0.24162,0.42884,1.2381e-4,0,0,0,0,0.0046872,0.0024613,5.5,23.758,51.476,0.047244,NaN,10.112,926.45,337.43,0.05,0.045366
9.8331,731.09,20.804,-10.15,23.386,10.181,138.67,0.075057,138.67,0.031012,10.682,0.7896,52.262,-0.11628,9.8104,1.8487,-2.1207e-5,11.079,-0.022165,782.14,0,0.056047,5.3134e-4,53.08,43.369,1.7656,0.081559,1267182,0,0.59394,0.57382,0.57949,0.3137,0.13926,0.12086,0.30402,0.53058,-1.1184e-4,0,0,0,0,0.0063805,0.0024228,5.5,23.758,50.96,0.047591,NaN,10.105,926.33,337.42,0.05,0.045602
9.8831,732.12,20.297,-10.173,22.918,10.197,139.2,0.075729,139.2,0.03117,10.644,0.70387,52.262,-0.11627,9.8104,1.5156,-2.1095e-5,12.499,-0.023255,782.14,0,0.056047,5.3134e-4,53.228,43.369,1.7925,0.079881,1241007,0,0.56805,0.57395,0.57782,0.31388,0.13925,0.12083,0.2467,0.43365,-1.6312e-4,0,0,0,0,0.0084654,0.0023846,5.5,23.758,50.369,0.047713,NaN,10.098,926.22,337.42,0.05,0.045745
9.9331,733.12,19.788,-10.163,22.453,10.186,139.73,0.076404,139.73,0.031328,10.61,0.67253,52.262,-0.11626,9.8104,1.4387,-2.116e-5,13.579,-0.021563,782.14,0,0.056047,5.3134e-4,53.262,43.369,1.7988,0.078573,1220569,0,0.54928,0.57406,0.57755,0.31402,0.13924,0.1208,0.23362,0.41032,-2.0586e-4,0,0,0,0,0.010327,0.0023471,5.5,23.758,49.717,0.047646,NaN,10.092,926.1,337.41,0.05,0.04585
9.9831,734.1,19.28,-10.174,21.991,10.192,140.26,0.077081,140.26,0.031487,10.577,0.61364,52.262,-0.11626,9.8104,1.1879,-2.1215e-5,14.613,-0.019799,782.14,0,0.056047,5.3134e-4,53.376,43.369,1.8195,0.077105,1197656,0,0.528,0.57418,0.57659,0.31419,0.13922,0.12077,0.19138,0.33549,-2.452e-4,0,0,0,0,0.01242,0.00231,5.5,23.758,49.011,0.047416,NaN,10.085,926,337.41,0.05,0.045953
10.033,735.05,18.771,-10.153,21.532,10.171,140.79,0.077762,140.79,0.031646,10.547,0.60407,52.262,-0.11625,9.8104,1.2101,-2.1193e-5,15.407,-0.014798,782.14,0,0.056047,5.3134e-4,53.366,43.369,1.8176,0.076007,1180503,0,0.51318,0.57428,0.57677,0.31431,0.13921,0.12075,0.19508,0.34035,9.2214e-6,0,0,0,0,0.01421,0.0022734,5.5,23.758,48.261,0.047046,NaN,10.079,925.89,337.41,0.05,0.046057
10.083,735.97,18.264,-10.152,21.076,10.168,141.32,0.078445,141.32,0.031805,10.518,0.56762,52.262,-0.11624,9.8104,1.0581,-2.1208e-5,16.241,-0.0096933,782.14,0,0.056047,5.3134e-4,53.436,43.369,1.8303,0.074736,1160655,0,0.4957,0.57439,0.57631,0.31446,0.1392,0.12073,0.16976,0.29461,4.3746e-4,0,0,0,0,0.016331,0.0022373,5.5,23.758,47.469,0.046605,NaN,10.073,925.79,337.4,0.05,0.04616
10.133,736.87,17.757,-10.089,20.624,10.108,141.84,0.07913,141.84,0.031964,10.489,0.62006,52.262,-0.11623,9.8104,1.4689,-2.1171e-5,16.992,-0.0055512,782.14,0,0.056047,5.3134e-4,53.248,43.369,1.7961,0.07421,1152391,0,0.49019,0.57444,0.57808,0.31453,0.1392,0.12072,0.23873,0.41018,4.6082e-4,0,0,0,0,0.018133,0.0022017,5.5,23.758,46.639,0.046112,NaN,10.067,925.69,337.4,0.05,0.046262
10.183,737.75,17.254,-10.051,20.176,10.071,142.37,0.079817,142.37,0.032123,10.457,0.63756,52.262,-0.11623,9.8104,1.6596,-2.1137e-5,18.095,-0.0020726,782.14,0,0.056047,5.3134e-4,53.162,43.369,1.7805,0.073482,1141003,0,0.48144,0.57451,0.57912,0.31461,0.13919,0.1207,0.27131,0.4625,3.8935e-4,0,0,0,0,0.020971,0.0021663,5.5,23.758,45.762,0.045578,NaN,10.062,925.59,337.4,0.05,0.046363
10.233,738.6,16.751,-10.075,19.731,10.091,142.89,0.080507,142.89,0.032282,10.426,0.57292,52.262,-0.11622,9.8104,1.307,-2.1072e-5,19.063,0.0062041,782.14,0,0.056047,5.3134e-4,53.321,43.369,1.8094,0.072094,1119367,0,0.46212,0.57464,0.57754,0.31478,0.13918,0.12068,0.21133,0.35786,1.5342e-4,0,0,0,0,0.024181,0.0021315,5.5,23.758,44.832,0.045026,NaN,10.056,925.49,337.39,0.05,0.046465
10.283,739.43,16.246,-10.138,19.29,10.149,143.41,0.081198,143.41,0.032441,10.4,0.46049,52.262,-0.11621,9.8104,0.53739,-2.1105e-5,19.636,0.049341,782.14,0,0.056047,5.3134e-4,53.68,43.369,1.8748,0.07018,1089556,0,0.43618,0.57483,0.57534,0.31502,0.13917,0.12064,0.084804,0.13241,-3.426e-4,0,0,0,0,0.027075,0.0020974,5.5,23.758,43.863,0.044492,NaN,10.051,925.4,337.39,0.05,0.046579
10.333,740.22,15.738,-10.206,18.852,10.212,143.93,0.081892,143.93,0.0326,10.38,0.35078,52.262,-0.1162,9.8104,0.3617,-2.1112e-5,-19.631,0.1328,782.14,0,0.056047,5.3134e-4,53.765,43.369,1.8901,0.06809,1057038,0,0.41051,0.57505,0.57528,0.3153,0.13915,0.1206,0.056755,0.13571,2.4385e-4,0,0,0,0,-0.02875,0.0020641,5.5,23.758,42.879,0.043984,NaN,10.046,925.31,337.39,0.05,0.046679
10.383,741,15.227,-10.206,18.419,10.211,144.45,0.082586,144.45,0.032758,10.364,0.32793,52.262,-0.11619,9.8104,0.54328,-2.1138e-5,-19.244,0.10713,782.14,0,0.056047,5.3134e-4,53.677,43.369,1.8741,0.066868,1037993,0,0.39616,0.57518,0.5757,0.31546,0.13914,0.12058,0.085745,0.18944,1.0999e-5,0,0,0,0,-0.028645,0.0020316,5.5,23.758,41.906,0.043587,NaN,10.041,925.22,337.38,0.05,0.046798
10.433,741.75,14.718,-10.136,17.991,10.143,144.97,0.083282,144.97,0.032916,10.346,0.385,52.262,-0.11619,9.8104,0.048236,-2.116e-5,18.979,1.0803,782.14,0,0.056047,5.3134e-4,53.918,43.369,1.918,0.066624,1034133,0,0.39291,0.57521,0.57521,0.31549,0.13914,0.12058,0.0074922,-0.013557,-1.3447e-4,0,0,0,0,0.028068,0.0019996,5.5,23.758,40.951,0.043367,NaN,10.036,925.14,337.38,0.05,0.046957
10.483,742.47,14.213,-10.088,17.568,10.097,145.48,0.083979,145.48,0.033074,10.326,0.41444,52.262,-0.11618,9.8104,0.39605,-2.1154e-5,19.123,0.12771,782.14,0,0.056047,5.3134e-4,53.747,43.369,1.887,0.066085,1025709,0,0.38677,0.57527,0.57555,0.31557,0.13914,0.12057,0.062212,0.088056,2.0563e-4,0,0,0,0,0.028962,0.001968,5.5,23.758,39.999,0.043184,NaN,10.031,925.06,337.38,0.05,0.047061
10.533,743.17,13.709,-10.086,17.15,10.094,146,0.084678,146,0.033231,10.305,0.39139,52.262,-0.11617,9.8103,0.24836,-2.1167e-5,19.27,0.23719,782.14,0,0.056047,5.3134e-4,53.819,43.369,1.9,0.06486,1006625,0,0.37251,0.57541,0.57552,0.31574,0.13913,0.12055,0.038826,0.043418,-1.9403e-4,0,0,0,0,0.030531,0.0019371,5.5,23.758,39.039,0.043073,NaN,10.026,924.98,337.37,0.05,0.047162
10.583,743.84,13.205,-10.04,16.738,10.048,146.51,0.085378,146.51,0.033388,10.286,0.41815,52.262,-0.11616,9.8103,0.60113,-2.1162e-5,19.385,0.09232,782.14,0,0.056047,5.3134e-4,53.648,43.369,1.869,0.064337,998438,0,0.36687,0.57547,0.5761,0.31581,0.13912,0.12054,0.095047,0.14655,-1.7448e-4,0,0,0,0,0.031402,0.0019068,5.5,23.758,38.073,0.043014,NaN,10.022,924.91,337.37,0.05,0.047262
10.633,744.49,12.704,-10.024,16.332,10.032,147.03,0.086079,147.03,0.033545,10.264,0.41022,52.262,-0.11616,9.8103,0.61675,-2.1161e-5,19.704,0.097791,782.14,0,0.056047,5.3134e-4,53.641,43.369,1.8676,0.063337,982867,0,0.35562,0.57559,0.57626,0.31596,0.13912,0.12052,0.097564,0.14837,-2.9442e-4,0,0,0,0,0.033475,0.001877,5.5,23.758,37.096,0.042991,NaN,10.018,924.83,337.37,0.05,0.047361
10.683,745.11,12.203,-9.9809,15.933,9.9902,147.54,0.086781,147.54,0.033701,10.244,0.43165,52.262,-0.11615,9.8103,0.94098,-2.117e-5,19.984,0.058872,782.14,0,0.056047,5.3134e-4,53.488,43.369,1.8398,0.062809,974614,0,0.35025,0.57566,0.57719,0.31603,0.13911,0.12051,0.15039,0.24162,2.0825e-4,0,0,0,0,0.035017,0.001848,5.5,23.758,36.104,0.043033,NaN,10.014,924.77,337.37,0.05,0.047464
10.733,745.71,11.705,-9.9721,15.54,9.9808,148.05,0.087485,148.05,0.033857,10.222,0.41667,52.262,-0.11614,9.8103,0.89726,-2.1178e-5,20.435,0.067371,782.14,0,0.056047,5.3134e-4,53.508,43.369,1.8434,0.061732,957855,0,0.33832,0.57579,0.57718,0.31619,0.1391,0.1205,0.14321,0.2262,3.2257e-4,0,0,0,0,0.037903,0.0018195,5.5,23.758,35.094,0.043147,NaN,10.01,924.7,337.36,0.05,0.047568
10.783,746.28,11.207,-9.9246,15.154,9.9344,148.56,0.08819,148.56,0.034012,10.201,0.44123,52.262,-0.11613,9.8103,1.2769,-2.1155e-5,20.83,0.039037,782.14,0,0.056047,5.3134e-4,53.332,43.369,1.8115,0.061347,951831,0,0.33492,0.57584,0.57862,0.31625,0.1391,0.12049,0.20625,0.33368,-4.4187e-5,0,0,0,0,0.039879,0.0017919,5.5,23.758,34.063,0.043336,NaN,10.006,924.63,337.36,0.05,0.047668
10.833,746.83,10.712,-9.9099,14.777,9.9193,149.07,0.088896,149.07,0.034167,10.179,0.43264,52.262,-0.11613,9.8103,1.3126,-2.1169e-5,21.43,0.038616,782.14,0,0.056047,5.3134e-4,53.316,43.369,1.8085,0.060436,937645,0,0.32517,0.57596,0.57889,0.31639,0.1391,0.12047,0.21225,0.33994,3.5623e-4,0,0,0,0,0.043494,0.0017649,5.5,23.758,33.006,0.043588,NaN,10.003,924.57,337.36,0.05,0.047767
10.883,747.35,10.216,-9.8853,14.407,9.8948,149.58,0.089603,149.58,0.034322,10.157,0.43385,52.262,-0.11612,9.8103,1.4576,-2.115e-5,21.953,0.031763,782.14,0,0.056047,5.3134e-4,53.25,43.369,1.7965,0.059731,926668,0,0.31803,0.57605,0.57965,0.3165,0.13909,0.12046,0.23676,0.37869,-4.7601e-4,0,0,0,0,0.046726,0.0017387,5.5,23.758,31.922,0.04388,NaN,9.9992,924.51,337.36,0.05,0.047872
10.933,747.85,9.7234,-9.8335,14.045,9.8443,150.09,0.090312,150.09,0.034477,10.135,0.46067,52.262,-0.11611,9.8103,1.8832,-2.1127e-5,22.622,0.015562,782.14,0,0.056047,5.3134e-4,53.06,43.369,1.7621,0.059592,924466,0,0.3178,0.57607,0.58196,0.31652,0.13909,0.12046,0.30993,0.49634,8.8331e-5,0,0,0,0,0.049849,0.0017133,5.5,23.758,30.808,0.044198,NaN,9.996,924.46,337.36,0.05,0.047973
10.983,748.33,9.2324,-9.8234,13.693,9.8336,150.59,0.091023,150.59,0.034631,10.112,0.44828,52.262,-0.1161,9.8103,1.8886,-2.1117e-5,23.405,0.014701,782.14,0,0.056047,5.3134e-4,53.058,43.369,1.7616,0.058739,911202,0,0.30883,0.57619,0.58211,0.31665,0.13908,0.12045,0.31087,0.49247,3.9447e-4,0,0,0,0,0.054923,0.0016886,5.5,23.758,29.657,0.044551,NaN,9.9929,924.41,337.35,0.05,0.048072
11.033,748.78,8.7407,-9.8442,13.35,9.8527,151.1,0.091735,151.1,0.034786,10.091,0.40883,52.262,-0.1161,9.8103,1.5747,-2.1081e-5,24.061,0.026177,782.14,0,0.056047,5.3134e-4,53.197,43.369,1.7869,0.057277,888476,0,0.29285,0.57639,0.58057,0.31689,0.13907,0.12043,0.25669,0.39753,-2.1284e-4,0,0,0,0,0.061048,0.0016649,5.5,23.758,28.47,0.044945,NaN,9.99,924.36,337.35,0.05,0.048171
11.083,749.2,8.2484,-9.8418,13.017,9.8496,151.6,0.092448,151.6,0.03494,10.071,0.39126,52.262,-0.11609,9.8103,1.4982,-2.1081e-5,24.576,0.029077,782.14,0,0.056047,5.3134e-4,53.231,43.369,1.7931,0.056268,872797,0,0.28249,0.57654,0.58033,0.31706,0.13907,0.12041,0.24365,0.37082,3.2877e-4,0,0,0,0,0.06599,0.0016422,5.5,23.758,27.254,0.045373,NaN,9.9872,924.31,337.35,0.05,0.048269
11.133,749.6,7.7567,-9.8242,12.696,9.8319,152.1,0.093163,152.1,0.035093,10.051,0.38733,52.262,-0.11608,9.8103,1.592,-2.1043e-5,25.09,0.02273,782.14,0,0.056047,5.3134e-4,53.189,43.369,1.7854,0.055616,862650,0,0.27624,0.57663,0.5809,0.31717,0.13906,0.1204,0.25966,0.39316,4.4055e-4,0,0,0,0,0.070407,0.0016205,5.5,23.758,26.012,0.045839,NaN,9.9846,924.26,337.35,0.05,0.048378
11.183,749.98,7.266,-9.8013,12.387,9.809,152.61,0.09388,152.61,0.035247,10.032,0.38795,52.262,-0.11607,9.8103,1.7478,-2.1025e-5,25.634,0.01353,782.14,0,0.056047,5.3134e-4,53.119,43.369,1.7728,0.055132,855112,0,0.27187,0.57671,0.58182,0.31725,0.13906,0.1204,0.28643,0.4332,2.0537e-4,0,0,0,0,0.07479,0.0015997,5.5,23.758,24.744,0.04634,NaN,9.9822,924.22,337.35,0.05,0.04849
11.233,750.33,6.7763,-9.7912,12.09,9.7985,153.11,0.094599,153.11,0.035401,10.013,0.37795,52.262,-0.11607,9.8103,1.7681,-2.1062e-5,26.207,0.011182,782.14,0,0.056047,5.3134e-4,53.11,43.369,1.7711,0.054374,843335,0,0.26454,0.57682,0.58205,0.31738,0.13906,0.12038,0.28995,0.43273,3.2029e-4,0,0,0,0,0.08036,0.00158,5.5,23.758,23.448,0.046858,NaN,9.9799,924.18,337.35,0.05,0.048588
11.283,750.65,6.2869,-9.7854,11.807,9.7922,153.61,0.095319,153.61,0.035554,9.9941,0.36474,52.262,-0.11606,9.8103,1.7457,-2.1082e-5,26.741,0.011034,782.14,0,0.056047,5.3134e-4,53.12,43.369,1.7729,0.053519,830037,0,0.25627,0.57696,0.58206,0.31753,0.13905,0.12037,0.28607,0.42088,-6.2863e-5,0,0,0,0,0.086371,0.0015613,5.5,23.758,22.124,0.04738,NaN,9.9778,924.15,337.35,0.05,0.048687
11.333,750.96,5.798,-9.7677,11.539,9.7744,154.11,0.096041,154.11,0.035707,9.976,0.36127,52.262,-0.11605,9.8103,1.8566,-2.1086e-5,27.265,0.0047052,782.14,0,0.056047,5.3134e-4,53.071,43.369,1.764,0.053012,822164,0,0.25175,0.57704,0.58278,0.31763,0.13905,0.12037,0.30527,0.44722,-1.2082e-4,0,0,0,0,0.091513,0.0015437,5.5,23.758,20.774,0.047913,NaN,9.9758,924.11,337.34,0.05,0.048785
11.383,751.23,5.31,-9.7546,11.285,9.761,154.61,0.096765,154.61,0.03586,9.9581,0.35428,52.262,-0.11605,9.8103,1.9213,-2.1077e-5,27.816,8.2304e-4,782.14,0,0.056047,5.3134e-4,53.042,43.369,1.7588,0.052415,812886,0,0.24631,0.57714,0.58327,0.31773,0.13904,0.12036,0.31654,0.45944,-2.7529e-5,0,0,0,0,0.097431,0.0015272,5.5,23.758,19.397,0.048454,NaN,9.974,924.08,337.34,0.05,0.048884
11.433,751.49,4.8231,-9.7096,11.048,9.7167,155.1,0.097491,155.1,0.036014,9.9402,0.37195,52.262,-0.11604,9.8103,2.3075,-2.1078e-5,28.405,-0.016435,782.14,0,0.056047,5.3134e-4,52.875,43.369,1.7284,0.052886,820158,0,0.25182,0.57706,0.58576,0.31765,0.13905,0.12036,0.38467,0.56533,4.8011e-4,0,0,0,0,0.099802,0.0015118,5.5,23.758,17.992,0.049002,NaN,9.9723,924.05,337.34,0.05,0.048983
11.483,751.72,4.3387,-9.6765,10.828,9.6839,155.6,0.098219,155.6,0.036167,9.9212,0.38061,52.262,-0.11603,9.8103,2.5484,-2.1049e-5,29.15,-0.02664,782.14,0,0.056047,5.3134e-4,52.773,43.369,1.7099,0.053144,824141,0,0.25503,0.57702,0.58752,0.3176,0.13905,0.12037,0.42791,0.62788,-1.2254e-4,0,0,0,0,0.10409,0.0014974,5.5,23.758,16.554,0.049544,NaN,9.9708,924.03,337.34,0.05,0.049083
11.533,751.92,3.8552,-9.6627,10.626,9.67,156.1,0.098949,156.1,0.03632,9.9023,0.37537,52.262,-0.11602,9.8103,2.6036,-2.1073e-5,29.921,-0.031207,782.14,0,0.056047,5.3134e-4,52.75,43.369,1.7056,0.052912,820541,0,0.25302,0.57706,0.58799,0.31764,0.13905,0.12036,0.43791,0.63642,4.5687e-4,0,0,0,0,0.11062,0.0014842,5.5,23.758,15.077,0.050049,NaN,9.9695,924,337.34,0.05,0.049181
11.583,752.1,3.3725,-9.6453,10.443,9.6526,156.59,0.099682,156.59,0.036473,9.8836,0.37392,52.262,-0.11602,9.8103,2.6791,-2.112e-5,30.696,-0.037575,782.14,0,0.056047,5.3134e-4,52.718,43.369,1.6999,0.052953,821152,0,0.25366,0.57705,0.58859,0.31764,0.13905,0.12036,0.45162,0.65163,-4.998e-4,0,0,0,0,0.11625,0.0014722,5.5,23.758,13.562,0.050521,NaN,9.9683,923.98,337.34,0.05,0.04928
11.633,752.26,2.8903,-9.6517,10.28,9.6582,157.08,0.10042,157.08,0.036627,9.8652,0.35579,52.262,-0.11601,9.8103,2.5584,-2.1144e-5,31.465,-0.035735,782.14,0,0.056047,5.3134e-4,52.769,43.369,1.7091,0.052189,809298,0,0.24604,0.57717,0.58776,0.31778,0.13904,0.12035,0.42971,0.60915,7.0053e-6,0,0,0,0,0.12575,0.0014614,5.5,23.758,12.007,0.050939,NaN,9.9673,923.97,337.34,0.05,0.049378
11.683,752.39,2.4077,-9.6415,10.138,9.6479,157.58,0.10116,157.58,0.036781,9.8477,0.3516,52.262,-0.116,9.8103,2.5606,-2.1148e-5,32.161,-0.041602,782.14,0,0.056047,5.3134e-4,52.768,43.369,1.7089,0.052217,809729,0,0.24631,0.57717,0.58777,0.31777,0.13904,0.12035,0.43011,0.60417,2.1747e-4,0,0,0,0,0.13124,0.0014519,5.5,23.758,10.417,0.051318,NaN,9.9665,923.95,337.34,0.05,0.049476
11.733,752.5,1.9259,-9.6393,10.017,9.6454,158.07,0.1019,158.07,0.036935,9.8302,0.34289,52.262,-0.11599,9.8103,2.4918,-2.1152e-5,32.867,-0.044515,782.14,0,0.056047,5.3134e-4,52.797,43.369,1.7142,0.052033,806866,0,0.24436,0.5772,0.58727,0.31781,0.13904,0.12035,0.4177,0.57836,4.1717e-4,0,0,0,0,0.13804,0.0014437,5.5,23.758,8.7908,0.051661,NaN,9.9658,923.94,337.34,0.05,0.049574
11.783,752.58,1.4438,-9.6403,9.919,9.6461,158.56,0.10264,158.56,0.037089,9.8133,0.33333,52.262,-0.11599,9.8103,2.3927,-2.1158e-5,33.517,-0.046919,782.14,0,0.056047,5.3134e-4,52.839,43.369,1.7218,0.051813,803441,0,0.242,0.57724,0.58656,0.31785,0.13904,0.12035,0.39989,0.54383,-2.3668e-4,0,0,0,0,0.14477,0.0014368,5.5,23.758,7.131,0.051962,NaN,9.9652,923.93,337.34,0.05,0.049772
11.833,752.64,0.96183,-9.639,9.8439,9.6446,159.05,0.10339,159.05,0.037244,9.7968,0.32842,52.262,-0.11598,9.8103,2.2929,-2.1183e-5,34.13,-0.053158,782.14,0,0.056047,5.3134e-4,52.881,43.369,1.7295,0.05194,805407,0,0.24288,0.57722,0.58582,0.31782,0.13904,0.12035,0.38205,0.51115,1.1981e-4,0,0,0,0,0.14938,0.0014313,5.5,23.758,5.4397,0.052223,NaN,9.9648,923.92,337.34,0.05,0.049946
11.883,752.68,0.47969,-9.6501,9.7925,9.6551,159.54,0.10414,159.54,0.037399,9.7807,0.31153,52.262,-0.11597,9.8103,2.1251,-2.1155e-5,34.692,-0.04588,782.14,0,0.056047,5.3134e-4,52.954,43.369,1.7426,0.051129,792825,0,0.23494,0.57735,0.58479,0.31797,0.13904,0.12034,0.3523,0.4549,1.3934e-4,0,0,0,0,0.15928,0.001427,5.5,23.758,3.7188,0.052443,NaN,9.9646,923.92,337.34,0.05,0.050091
11.933,752.69,-0.0029362,-9.651,9.7653,9.656,160.03,0.10489,160.03,0.037553,9.7653,0.31049,52.262,-0.11597,9.8103,1.9816,-2.1145e-5,35.177,-0.057097,782.14,0,0.056047,5.3134e-4,53.016,43.369,1.754,0.051547,799315,0,0.23839,0.57728,0.58379,0.3179,0.13904,0.12035,0.32707,0.41274,8.2357e-5,0,0,0,0,0.16112,0.0014242,5.5,23.758,1.9719,0.052633,NaN,9.9645,923.92,337.34,0.05,0.05031
# Event APOGEE occurred at t=11.983 seconds
