# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
0,0,0,24.094,0,24.094,0,0,0,0,0,0,52.262,-0.11832,9.8126,90,0,0,0,878.78,96.637,0.058756,5.415e-4,NaN,45.214,NaN,0.022904,380061,29.797,0,0.58935,0,0.33036,0.13892,0.12007,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,5.5,23.758,90,0,NaN,14.857,1010.7,340.3,0.01,8.3731e-4
0.01,0.0012047,0.24094,90.663,0.24094,90.663,0,0,0,0,0,0,52.262,-0.11832,9.8126,88.224,0,0,0,878.78,96.637,0.058756,5.415e-4,NaN,45.214,NaN,0.022851,379183,88.296,3.8023e-6,0.58941,4.33e-5,0.33042,0.13892,0.12007,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.1507e-5,5.5,23.758,90,0,NaN,14.857,1010.7,340.3,0.01,9.8983e-4
0.02,0.0081487,1.1479,116.18,1.1479,116.18,0,0,0,0,0,0,52.262,-0.11832,9.8126,81.575,0,0,0,878.42,96.277,0.058747,5.4147e-4,NaN,45.208,NaN,0.023024,382063,110.67,3.8351e-4,0.58923,0.0043018,0.33024,0.13892,0.12007,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0247e-4,5.5,23.758,90,0,NaN,14.857,1010.7,340.3,0.01,0.0011063
# Event LIFTOFF occurred at t=0.03 seconds
0.03,0.025439,2.3103,117.88,2.3103,117.88,0,0,0,0,0,0,52.262,-0.11832,9.8126,73.358,0,0,0,877.89,95.745,0.058733,5.4141e-4,NaN,45.199,NaN,0.023705,393357,112.11,0.0028409,0.58856,0.030062,0.32956,0.13892,0.12007,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.0622e-4,5.5,23.758,90,0,NaN,14.857,1010.7,340.3,0.01,0.0012477
0.04,0.054439,3.4899,113.92,3.4899,113.92,0,0,0,0,0,0,52.262,-0.11832,9.8126,65.638,0,0,0,877.22,95.08,0.058716,5.4134e-4,NaN,45.188,NaN,0.024862,412552,108.55,0.0088482,0.58748,0.085121,0.32847,0.13893,0.12008,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.1152e-4,5.5,23.758,90,0,NaN,14.857,1010.7,340.3,0.01,0.0013616
0.05,0.095037,4.6298,109.93,4.6298,109.93,0,0,0,0,0,0,52.262,-0.11832,9.8126,58.935,0,0,0,876.57,94.421,0.0587,5.4127e-4,NaN,45.177,NaN,0.026366,437504,104.98,0.018696,0.58617,0.15993,0.32715,0.13893,0.12009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.1327e-4,5.5,23.758,90,0,NaN,14.856,1010.7,340.3,0.01,0.0014951
0.06,0.14683,5.7298,109.96,5.7298,109.96,0,0,0,0,0,0,52.262,-0.11832,9.8126,53.348,0,0,0,875.91,93.761,0.058683,5.412e-4,NaN,45.165,NaN,0.028205,468033,104.95,0.032097,0.5847,0.23991,0.32566,0.13894,0.1201,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.1145e-4,5.5,23.758,90,0,NaN,14.856,1010.7,340.3,0.01,0.001644
0.07,0.20963,6.8301,112.77,6.8301,112.77,0,0,0,0,0,0,52.262,-0.11832,9.8126,48.484,0,0,0,875.23,93.089,0.058666,5.4113e-4,NaN,45.154,NaN,0.03028,502459,107.34,0.049325,0.58319,0.31989,0.32413,0.13894,0.12012,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.0967e-4,5.5,23.758,90,0,NaN,14.856,1010.6,340.3,0.01,0.0018711
0.08,0.28358,7.9585,115.58,7.9585,115.58,0,0,0,0,0,0,52.262,-0.11832,9.8126,44.169,0,0,0,874.55,92.406,0.058648,5.4106e-4,NaN,45.142,NaN,0.032604,541012,109.74,0.0708,0.58165,0.39605,0.32256,0.13895,0.12014,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.1039e-4,5.5,23.758,90,0,NaN,14.855,1010.6,340.3,0.01,0.0021311
0.09,0.36894,9.115,118.39,9.115,118.39,0,0,0,0,0,0,52.262,-0.11832,9.8126,40.358,0,0,0,873.87,91.723,0.058631,5.4099e-4,NaN,45.13,NaN,0.03515,583261,112.13,0.096591,0.58019,0.46488,0.32107,0.13896,0.12016,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.1363e-4,5.5,23.758,90,0,NaN,14.855,1010.6,340.3,0.01,0.0023057
0.1,0.46601,10.3,121.2,10.3,121.2,0,0,0,0,0,0,52.262,-0.11832,9.8126,36.999,0,0,0,873.18,91.04,0.058614,5.4091e-4,NaN,45.119,NaN,0.037897,628829,114.53,0.12685,0.57945,0.52525,0.32029,0.13897,0.12019,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.1937e-4,5.5,23.758,90,0,NaN,14.854,1010.6,340.3,0.01,0.0028368
0.11,0.57507,11.512,124.01,11.512,124.01,0,0,0,0,0,0,52.262,-0.11832,9.8126,34.163,0,0,0,872.5,90.356,0.058596,5.4084e-4,NaN,45.107,NaN,0.040885,678401,116.92,0.16139,0.57872,0.57414,0.31952,0.13898,0.12022,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010276,5.5,23.758,90,0,NaN,14.853,1010.6,340.3,0.01,0.0029792
0.12,0.6964,12.753,126.82,12.753,126.82,0,0,0,0,0,0,52.262,-0.11832,9.8126,31.662,0,0,0,871.82,89.673,0.058579,5.4077e-4,NaN,45.095,NaN,0.044029,730569,119.32,0.20035,0.57803,0.6146,0.31878,0.139,0.12025,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0011384,5.5,23.758,90,0,NaN,14.852,1010.6,340.3,0.01,0.0031064
0.13,0.83027,14.022,128.99,14.022,128.99,0,0,0,0,0,0,52.262,-0.11832,9.8126,29.448,0,0,0,871.13,88.99,0.058561,5.407e-4,NaN,45.083,NaN,0.047318,785133,121.16,0.24379,0.57739,0.64751,0.31808,0.13902,0.12029,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0012516,5.5,23.758,90,0,NaN,14.852,1010.6,340.3,0.01,0.00322
0.14,0.97694,15.312,127.36,15.312,127.36,0,0,0,0,0,0,52.262,-0.11832,9.8126,27.492,0,0,0,870.45,88.306,0.058544,5.4063e-4,NaN,45.071,NaN,0.050725,841653,119.69,0.2915,0.57678,0.67373,0.31741,0.13903,0.12033,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0013668,5.5,23.758,90,0,NaN,14.851,1010.6,340.3,0.01,0.003332
0.15,1.1364,16.587,125.09,16.587,125.09,0,0,0,0,0,0,52.262,-0.11832,9.8126,25.805,0,0,0,869.76,87.62,0.058526,5.4055e-4,NaN,45.06,NaN,0.05414,898312,117.68,0.34194,0.57624,0.69375,0.3168,0.13905,0.12038,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0014806,5.5,23.758,90,0,NaN,14.85,1010.5,340.3,0.01,0.0034505
0.16,1.3086,17.838,122.82,17.838,122.82,0,0,0,0,0,0,52.262,-0.11832,9.8126,24.211,0,0,0,869.08,86.934,0.058508,5.4048e-4,NaN,45.048,NaN,0.057475,953622,115.66,0.39449,0.57575,0.71021,0.31625,0.13908,0.12043,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0015923,5.5,23.758,90,0,NaN,14.848,1010.5,340.3,0.01,0.0035612
0.17,1.4931,19.067,120.53,19.067,120.53,0,0,0,0,0,0,52.262,-0.11832,9.8126,22.818,0,0,0,868.39,86.247,0.05849,5.4041e-4,NaN,45.036,NaN,0.060787,1008562,113.64,0.4488,0.57531,0.72235,0.31574,0.1391,0.12048,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001702,5.5,23.758,90,0,NaN,14.847,1010.5,340.3,0.01,0.0036765
0.18,1.6898,20.273,118.25,20.273,118.25,0,0,0,0,0,0,52.262,-0.11832,9.8126,21.591,0,0,0,867.71,85.561,0.058473,5.4034e-4,NaN,45.024,NaN,0.064069,1062999,111.62,0.50461,0.57492,0.73111,0.31526,0.13912,0.12053,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0018096,5.5,23.758,90,0,NaN,14.846,1010.5,340.3,0.01,0.0037873
0.19,1.8984,21.456,115.96,21.456,115.96,0,0,0,0,0,0,52.262,-0.11832,9.8126,20.504,0,0,0,867.02,84.874,0.058455,5.4027e-4,NaN,45.012,NaN,0.067315,1116829,109.61,0.56169,0.57456,0.73725,0.31482,0.13914,0.12059,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0019152,5.5,23.758,90,0,NaN,14.845,1010.4,340.29,0.01,0.0039002
0.2,2.1188,22.616,113.66,22.616,113.66,0,0,0,0,0,0,52.262,-0.11832,9.8126,19.535,0,0,0,866.33,84.188,0.058437,5.4019e-4,NaN,45,NaN,0.070519,1.17e6,107.59,0.61984,0.57423,0.74134,0.31441,0.13917,0.12065,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0020187,5.5,23.758,90,0,NaN,14.843,1010.4,340.29,0.01,0.0040304
0.21,2.3506,23.753,111.36,23.753,111.36,0,0,0,0,0,0,52.262,-0.11832,9.8126,18.601,0,0,0,865.65,83.502,0.058419,5.4012e-4,NaN,44.988,NaN,0.073648,1221859,105.57,0.6785,0.57394,0.74403,0.31404,0.13919,0.12071,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0021202,5.5,23.758,90,0,NaN,14.842,1010.4,340.29,0.01,0.0041401
0.22,2.5937,24.867,109.56,24.867,109.56,0,0,0,0,0,0,52.262,-0.11832,9.8126,17.758,0,0,0,864.96,82.815,0.058402,5.4005e-4,NaN,44.976,NaN,0.076731,1272978,103.99,0.73773,0.57367,0.74529,0.31368,0.13922,0.12077,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0022197,5.5,23.758,90,0,NaN,14.84,1010.4,340.29,0.01,0.0042511
0.23,2.8479,25.963,108.26,25.963,108.26,0,0,0,0,0,0,52.262,-0.11832,9.8126,16.991,0,0,0,864.31,82.168,0.058385,5.3998e-4,NaN,44.964,NaN,0.079778,1323506,102.85,0.79763,0.57342,0.74545,0.31335,0.13925,0.12083,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0023175,5.5,23.758,90,0,NaN,14.838,1010.3,340.29,0.01,0.0043872
# Event LAUNCHROD occurred at t=0.24 seconds
0.24,3.1129,27.046,106.95,27.046,107.07,0,0,0,0,0,5.1064,52.262,-0.11832,9.8126,16.289,0,0,0,863.71,81.561,0.058369,5.3992e-4,48.827,44.954,0.70421,0.082802,1373639,101.42,0.85787,0.5732,0.74428,0.31303,0.13927,0.12089,3.8247,2.6931,-8.1799e-5,0,0,0,0,0,0.0024142,5.5,23.758,90,0,NaN,14.837,1010.3,340.29,0.015,0.0045921
0.255,3.5306,28.646,104.63,28.646,104.76,-5.7648e-4,0,5.7648e-4,-180,0.07697,5.1498,52.262,-0.11832,9.8126,15.215,0,2.6103,2.9597e-4,862.95,80.803,0.058349,5.3984e-4,49.039,44.94,0.74525,0.087249,1447349,99.293,0.94628,0.5729,0.73948,0.31259,0.13932,0.12099,3.4971,2.606,-4.3959e-4,0,0,0,0,3.0432e-4,0.0025571,5.5,23.758,89.981,-0.0064497,NaN,14.834,1010.3,340.29,0.02221,0.004755
0.27721,4.1926,30.963,101.22,30.963,101.34,-0.0035554,-8.7837e-9,0.0035554,-180,0.19099,5.0794,52.262,-0.11832,9.8126,13.865,0,6.8201,4.4958e-4,861.82,79.673,0.05832,5.3972e-4,49.324,44.92,0.80074,0.093771,1555451,96.87,1.0773,0.57251,0.72889,0.31199,0.13938,0.12114,3.0995,2.4801,2.8372e-4,0,0,0,0,0.0017985,0.0027639,5.5,23.758,89.877,-0.0049908,NaN,14.83,1010.2,340.29,0.020195,0.0049101
0.2974,4.8385,33.01,99.312,33.012,99.428,-0.0084328,-3.5017e-8,0.0084328,-180,0.29107,4.8014,52.262,-0.11832,9.8126,12.722,0,10.978,7.7947e-4,860.53,78.386,0.058286,5.3958e-4,49.583,44.898,0.85184,0.09957,1651566,95.114,1.1944,0.57222,0.71675,0.31149,0.13945,0.12129,2.7755,2.3604,4.3204e-4,0,0,0,0,0.0041329,0.0029469,5.5,23.758,89.697,-0.0041845,NaN,14.826,1010.1,340.28,0.01881,0.0050606
0.31621,5.477,34.88,98.199,34.882,98.297,-0.014736,-8.9979e-8,0.014736,-180,0.37781,4.4018,52.262,-0.11832,9.8126,11.798,0,15.106,5.7741e-4,859.39,77.245,0.058256,5.3946e-4,49.804,44.877,0.89574,0.10493,1740389,94.117,1.305,0.572,0.70523,0.31106,0.13951,0.12143,2.522,2.2519,-6.3496e-5,0,0,0,0,0.0070462,0.003114,5.5,23.758,89.453,-0.0035629,NaN,14.821,1010,340.28,0.017745,0.0052111
0.33396,6.1115,36.624,97.139,36.627,97.215,-0.022106,-1.8171e-7,0.022106,-180,0.45118,3.8475,52.262,-0.11832,9.8126,10.948,0,19.205,2.1875e-4,858.37,76.222,0.058229,5.3936e-4,50.018,44.859,0.93796,0.10995,1823600,93.175,1.4093,0.57181,0.69361,0.31067,0.13957,0.12157,2.2955,2.1429,7.0247e-5,0,0,0,0,0.010372,0.0032699,5.5,23.758,89.148,-0.0027894,NaN,14.817,1010,340.28,0.016976,0.005382
0.35094,6.7472,38.275,96.115,38.278,96.167,-0.030287,-3.1146e-7,0.030287,-180,0.51057,3.136,52.262,-0.11832,9.8126,10.125,0,23.275,1.1034e-4,857.4,75.253,0.058204,5.3925e-4,50.235,44.842,0.9805,0.11472,1902537,92.267,1.5076,0.57167,0.68171,0.31033,0.13963,0.12171,2.0829,2.0279,1.7604e-4,0,0,0,0,0.013996,0.0034173,5.5,23.758,88.788,-0.0020578,NaN,14.813,1009.9,340.28,0.016473,0.0055445
0.36741,7.3907,39.859,95.112,39.863,95.138,-0.039082,-4.8013e-7,0.039082,-180,0.5547,2.2198,52.262,-0.11832,9.8126,9.2439,0,27.307,-5.7368e-4,856.47,74.321,0.058179,5.3916e-4,50.478,44.825,1.0278,0.11928,1978041,91.377,1.5982,0.57155,0.66851,0.31001,0.13969,0.12185,1.862,1.896,-2.0726e-4,0,0,0,0,0.01782,0.0035589,5.5,23.758,88.371,-0.0013624,NaN,14.809,1009.8,340.27,0.016292,0.0056949
0.3837,8.0528,41.41,94.1,41.414,94.107,-0.048367,-6.8624e-7,0.048367,-180,0.58207,1.1464,52.262,-0.11832,9.8126,8.3661,0,31.31,-9.2642e-4,855.55,73.407,0.058155,5.3906e-4,50.733,44.809,1.0772,0.12376,2052176,90.491,1.6859,0.57145,0.65514,0.30971,0.13975,0.12199,1.6493,1.7546,-1.4373e-4,0,0,0,0,0.021763,0.0036973,5.5,23.758,87.894,-7.3014e-4,NaN,14.805,1009.7,340.27,0.016349,0.0058441
0.40005,8.7424,42.949,93.062,42.953,93.062,-0.057981,-9.2556e-7,0.057981,-180,0.59052,0.095659,52.262,-0.11832,9.8126,7.4769,0,35.28,-0.0011821,854.64,72.497,0.058131,5.3897e-4,51.005,44.792,1.1296,0.12822,2126011,89.594,1.7723,0.57137,0.64168,0.30942,0.13981,0.12214,1.4413,1.6021,-9.9167e-5,0,0,0,0,0.025744,0.0038347,5.5,23.758,87.349,-2.1881e-4,NaN,14.8,1009.6,340.27,0.016676,0.0060094
0.41673,9.4715,44.501,91.973,44.505,91.984,-0.067752,-1.1914e-6,0.067752,-180,0.57736,1.4537,52.262,-0.11832,9.8126,6.6521,0,39.235,-0.0010799,853.72,71.576,0.058106,5.3887e-4,51.27,44.776,1.1808,0.13277,2201345,88.678,1.8641,0.57131,0.6295,0.30914,0.13988,0.12229,1.2553,1.4527,4.3629e-4,0,0,0,0,0.029695,0.0039732,5.5,23.758,86.728,1.3014e-4,NaN,14.795,1009.6,340.26,0.017145,0.006193
0.43387,10.248,46.078,91.048,46.081,91.098,-0.077359,-1.4743e-6,0.077359,-180,0.53864,3.0335,52.262,-0.11832,9.8126,5.785,0,43.145,-0.0016839,852.78,70.64,0.058081,5.3877e-4,51.563,44.759,1.2371,0.13741,2278111,87.926,1.9578,0.57126,0.61729,0.30886,0.13995,0.12245,1.0669,1.2866,-7.2617e-5,0,0,0,0,0.033524,0.0041138,5.5,23.758,86.021,4.1292e-4,NaN,14.79,1009.5,340.26,0.018068,0.0064116
0.45194,11.095,47.722,90.177,47.725,90.309,-0.086494,-1.7645e-6,0.086494,-180,0.4668,4.887,52.262,-0.11832,9.8126,4.8523,0,46.988,-0.0018791,851.88,69.736,0.058057,5.3867e-4,51.896,44.743,1.3006,0.14226,2358436,87.257,2.0571,0.57123,0.60515,0.30858,0.14002,0.12263,0.87237,1.0973,5.0562e-5,0,0,0,0,0.037095,0.0042604,5.5,23.758,85.207,6.3219e-4,NaN,14.785,1009.4,340.26,0.019757,0.0066735
0.4717,12.056,49.502,89.141,49.504,89.423,-0.094617,-2.0476e-6,0.094617,-180,0.34792,7.0972,52.262,-0.11832,9.8126,3.8181,0,50.723,-0.0019899,850.97,68.83,0.058033,5.3858e-4,52.288,44.726,1.3748,0.14754,2445737,86.5,2.1689,0.57122,0.59327,0.30828,0.14011,0.12283,0.66675,0.87614,1.5432e-4,0,0,0,0,0.040191,0.004419,5.5,23.758,84.241,7.4771e-4,NaN,14.779,1009.3,340.25,0.022998,0.0068925
0.49469,13.218,51.549,87.809,51.549,88.362,-0.10049,-2.2964e-6,0.10049,-180,0.15193,9.8661,52.262,-0.11832,9.8126,2.6027,0,54.24,-0.0021488,849.95,67.805,0.058005,5.3847e-4,52.781,44.708,1.4679,0.15364,2546566,85.546,2.3071,0.57123,0.58205,0.30795,0.14021,0.12307,0.4387,0.60155,9.8655e-5,0,0,0,0,0.042383,0.0046014,5.5,23.758,83.032,7.2329e-4,NaN,14.771,1009.1,340.25,0.030879,0.0070495
0.52557,14.851,54.248,85.71,54.248,86.867,-0.099787,-2.4514e-6,0.099787,-180,0.22042,14.134,52.262,-0.11832,9.8126,0.55849,0,56.746,-0.0084595,848.66,66.515,0.057971,5.3834e-4,53.701,44.684,1.6394,0.16154,2677087,84.18,2.5051,0.57128,0.57182,0.30754,0.14035,0.12339,0.088399,0.10305,-1.0038e-4,0,0,0,0,0.041966,0.0048424,5.5,23.758,81.31,5.5196e-4,NaN,14.76,1008.9,340.24,0.046319,0.0072055
0.57189,17.455,58.176,82.034,58.186,84.497,-0.071966,-2.2737e-6,0.071966,-180,1.0302,20.253,52.262,-0.11832,9.8126,1.9405,0,-53.6,-0.0011887,846.81,64.665,0.057921,5.3814e-4,53.074,44.65,1.5316,0.17328,2871091,82.867,2.911,0.57143,0.57762,0.30695,0.14057,0.1239,0.32081,0.52344,-1.4545e-4,0,0,0,0,-0.03254,0.0051952,5.5,23.758,78.725,2.7992e-4,NaN,14.744,1008.6,340.23,0.027871,0.0075136
0.59976,19.109,60.46,80.314,60.483,83.718,-0.034891,-1.8627e-6,0.034891,-180,1.647,23.63,52.262,-0.11832,9.8126,2.9437,-5.1889e-7,-48.443,-0.0014337,845.03,62.887,0.057873,5.3795e-4,52.653,44.618,1.4609,0.18031,2987141,82.059,3.1927,0.57156,0.5852,0.30662,0.14071,0.12423,0.50168,0.75718,7.3907e-5,0,0,0,0,-0.024549,0.0054022,5.5,23.758,77.297,2.116e-4,NaN,14.733,1008.4,340.23,0.017783,0.0077479
0.61754,20.196,61.886,79.064,61.921,83.2,-0.0017312,-1.4883e-6,0.0017312,-179.95,2.0897,25.907,52.262,-0.11832,9.8126,3.7315,-3.4765e-7,-43.843,2.3382e-4,843.94,61.793,0.057843,5.3784e-4,52.339,44.598,1.4076,0.18459,3057635,81.501,3.3889,0.57165,0.59281,0.30642,0.1408,0.12443,0.65081,0.93516,-4.0456e-4,0,0,0,0,-0.019188,0.0055325,5.5,23.758,76.475,1.6456e-4,NaN,14.726,1008.3,340.22,0.013734,0.0079006
0.63128,21.054,62.969,78.011,63.017,82.718,0.02947,-1.1278e-6,0.02947,-0.0021928,2.4578,27.506,52.262,-0.11832,9.8126,4.2559,-4.4752e-7,-39.508,0.0012714,843.18,61.038,0.057823,5.3776e-4,52.14,44.584,1.3738,0.18785,3111409,81.049,3.5435,0.57172,0.59859,0.30627,0.14087,0.12459,0.75356,1.05,-4.9352e-4,0,0,0,0,-0.015045,0.0056322,5.5,23.758,75.902,2.1157e-4,NaN,14.72,1008.2,340.22,0.011808,0.0080216
0.64309,21.803,63.888,77.086,63.949,82.27,0.060442,-7.5815e-7,0.060442,-7.1869e-4,2.7909,28.742,52.262,-0.11832,9.8126,4.641,-4.8022e-7,-35.279,7.6522e-4,842.57,60.426,0.057806,5.377e-4,51.997,44.572,1.3499,0.19062,3157179,80.652,3.6766,0.57179,0.60317,0.30614,0.14093,0.12472,0.83079,1.1336,-2.499e-4,0,0,0,0,-0.01165,0.0057173,5.5,23.758,75.46,2.653e-4,NaN,14.715,1008.1,340.22,0.010619,0.0081308
0.65371,22.486,64.705,76.277,64.779,81.852,0.091719,-3.6937e-7,0.091719,-2.3074e-4,3.1021,29.691,52.262,-0.11832,9.8126,4.9059,-4.9045e-7,-31.114,0.0013882,842.03,59.889,0.057791,5.3764e-4,51.901,44.563,1.3343,0.19311,3198235,80.289,3.7937,0.57186,0.60648,0.30603,0.14098,0.12485,0.8848,1.1893,-4.5904e-4,0,0,0,0,-0.0088294,0.0057934,5.5,23.758,75.107,3.1934e-4,NaN,14.711,1008,340.21,0.0098606,0.0082551
0.66357,23.127,65.455,75.568,65.544,81.449,0.12376,4.7352e-8,0.12376,2.1921e-5,3.399,30.388,52.262,-0.11832,9.8126,5.0595,-5.3485e-7,-27.005,0.0014455,841.54,59.398,0.057778,5.3759e-4,51.847,44.553,1.3261,0.19544,3236521,79.949,3.898,0.57193,0.60847,0.30593,0.14103,0.12497,0.91647,1.2215,-4.333e-4,0,0,0,0,-0.0064945,0.0058637,5.5,23.758,74.82,3.842e-4,NaN,14.707,1008,340.21,0.009372,0.0083632
0.67294,23.744,66.162,74.922,66.265,81.057,0.15696,5.0055e-7,0.15696,1.8271e-4,3.687,30.935,52.262,-0.11831,9.8126,5.1641,-5.244e-7,-22.918,0.0025138,841.08,58.937,0.057765,5.3754e-4,51.811,44.545,1.3211,0.19763,3272662,79.624,3.9948,0.57199,0.60987,0.30583,0.14108,0.12508,0.93819,1.2442,4.0042e-4,0,0,0,0,-0.004574,0.0059303,5.5,23.758,74.586,4.6638e-4,NaN,14.703,1007.9,340.21,0.0089971,0.00847
0.68193,24.342,66.836,74.334,66.953,80.674,0.1914,9.9597e-7,0.1914,2.9815e-4,3.9677,31.349,52.262,-0.11831,9.8126,5.2261,-4.4041e-7,-18.849,0.0019908,840.64,58.497,0.057753,5.3749e-4,51.79,44.537,1.3188,0.19972,3307134,79.31,4.0854,0.57205,0.61074,0.30574,0.14113,0.12519,0.95114,1.2577,-1.9968e-4,0,0,0,0,-0.0030297,0.0059939,5.5,23.758,74.398,5.4217e-4,NaN,14.699,1007.8,340.21,0.0087139,0.0085766
0.69065,24.928,67.483,73.798,67.616,80.295,0.22717,1.5396e-6,0.22717,3.8831e-4,4.2427,31.641,52.262,-0.11831,9.8126,5.2499,-5.2885e-7,-14.796,0.001582,840.22,58.073,0.057742,5.3745e-4,51.783,44.529,1.3189,0.20174,3340323,79.006,4.1705,0.57212,0.61111,0.30565,0.14117,0.12529,0.95618,1.2627,-1.7794e-4,0,0,0,0,-0.0018298,0.0060554,5.5,23.758,74.252,6.1045e-4,NaN,14.695,1007.7,340.2,0.0085055,0.0086882
0.69915,25.504,68.11,73.31,68.259,79.918,0.2644,2.1366e-6,0.2644,4.63e-4,4.5132,31.82,52.262,-0.11831,9.8126,5.2388,-4.4038e-7,-10.755,0.0014725,839.8,57.66,0.05773,5.3741e-4,51.788,44.521,1.3212,0.20369,3372535,78.707,4.2509,0.57218,0.61103,0.30557,0.14122,0.12539,0.95393,1.2617,-8.023e-5,0,0,0,0,-9.4838e-4,0.0061152,5.5,23.758,74.143,6.63e-4,NaN,14.691,1007.7,340.2,0.0083486,0.0087964
0.7075,26.075,68.722,72.895,68.888,79.532,0.30319,2.7917e-6,0.30319,5.2756e-4,4.7793,31.806,52.262,-0.11831,9.8126,5.1432,-2.9511e-7,-6.7443,0.0012957,839.4,57.256,0.057719,5.3736e-4,51.823,44.514,1.329,0.20564,3404575,78.412,4.324,0.57224,0.60988,0.30548,0.14126,0.1255,0.93413,1.2418,4.6139e-4,0,0,0,0,-3.659e-4,0.0061737,5.5,23.758,74.07,7.1184e-4,NaN,14.688,1007.6,340.2,0.0083218,0.0089102
0.71582,26.65,69.328,72.518,69.511,79.135,0.34406,3.5174e-6,0.34406,5.8574e-4,5.044,31.678,52.262,-0.11831,9.8126,5.0119,0,-2.747,8.475e-4,839,56.857,0.057708,5.3732e-4,51.872,44.506,1.3392,0.20757,3436441,78.117,4.3939,0.57231,0.60828,0.3054,0.14131,0.1256,0.90707,1.2146,3.3416e-4,0,0,0,0,-5.9578e-5,0.006232,5.5,23.758,74.03,7.4606e-4,NaN,14.684,1007.5,340.2,0.0083493,0.0090255
0.72417,27.231,69.934,72.177,70.135,78.729,0.38728,4.322e-6,0.38728,6.3941e-4,5.308,31.444,52.262,-0.11831,9.8126,4.8507,0,1.2387,7.1986e-4,838.6,56.457,0.057697,5.3728e-4,51.931,44.499,1.3514,0.20951,3468281,77.82,4.4616,0.57238,0.60634,0.30532,0.14135,0.12571,0.87405,1.181,-4.3397e-4,0,0,0,0,1.1892e-5,0.0062903,5.5,23.758,74.024,7.668e-4,NaN,14.68,1007.5,340.19,0.0084276,0.0091313
0.7326,27.823,70.542,71.868,70.762,78.309,0.43313,5.215e-6,0.43313,6.8986e-4,5.5721,31.102,52.262,-0.11831,9.8126,4.659,0,5.2106,6.2385e-4,838.2,56.055,0.057686,5.3724e-4,52.003,44.491,1.3657,0.21145,3500292,77.52,4.5275,0.57245,0.60407,0.30524,0.1414,0.12581,0.83511,1.1402,1.3884e-4,0,0,0,0,2.0657e-4,0.006349,5.5,23.758,74.051,7.9261e-4,NaN,14.676,1007.4,340.19,0.0085683,0.0092368
